Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
105.834,80.956,6.292,3.41,75.74,895,913.2,113.6,104.1,146.3,866.3,8.67,18.9,3
106.258,81.296,6.864,3.16,74.81,884.6,903.5,119.6,107.6,146.1,920.9,8.83,18.73,1
106.114,81.983,11.128,2.88,75.64,901.2,917.3,115.7,105.2,145.2,907.4,8.97,18.6,4
106.277,81.12,6.968,3.23,74.8,910.7,924.7,111.5,104.1,145.7,913.1,8.77,18.8,2
105.944,81.162,6.864,3.22,74.81,903.1,902.1419351655444,104.6,106.2,147,922.3,8.85,18.71,1
105.601,80.945,6.292,4.09,75.74,901.6,923.9,108.8,90.4,147.2,822.9,8.51,19.06,3
106.013,81.09,6.968,3.17,74.8,907.2,923.9,114.8,106.5,146,914.7,8.83,18.74,2
106.459,81.534,6.968,3.18,74.8,880,898.3,118.7,106,145.2,924.6,8.81,18.76,1
106.283,81.358,7.02,3.24,74.81,912,926.5,119,105.2,146,909.9,8.81,18.76,2
106.136,81.18,6.968,3.21,74.8,911.4,927.8,111.8,103.8,146.5,912.1,8.82,18.75,2
106.233,81.249,6.968,3.19,74.8,916.6,934.3,118.1,105.3,145.4,905.8,8.84,18.73,2
105.863,80.931,6.968,3.22,74.82,902.2,919.5,121.4,107,147.3,916,8.81,18.75,2
105.795,81.146,6.292,3.4,75.74,895.9,916.9,114.5,105.3,149,867.9,8.68,18.89,3
106.29,81.198,6.968,3.23,74.81,908.4,926.7,125.2,105.5,145.9,909.9,8.8,18.77,2
106.386,81.403,6.864,3.26,74.81,910.1,925.4,113.9,102.4,147.8,907.3,8.82,18.75,2
105.449,80.411,6.864,3.182203072473849,74.83,885.7066065078106,926.3,127.3,104.9,147.6,937.7,8.82,18.8,1
105.902,81.402,7.228,3.16,74.82,885.7289652888903,926.3,107.3,106.7,147,937.7,8.8,18.8,1
106.086,81.456,6.188,2.92,75.64,904.6,919.9,121.4,106.1,145.4,916.4,8.96,18.61,4
105.672,80.958,6.343999999999999,3.77,75.74,900.1,925.4,107,95.3,145.8,827.4,8.59,18.98,3
106.344,81.239,6.968,3.22,74.82,908.4,923.8,125.2,105.8,146.2,911.2,8.81,18.76,2
106.18,81.385,6.968,3.18,74.8,884.3,902.9,114.2,106.2,145.4,911,8.83,18.74,2
106.272,81.327,6.968,3.19,74.79,883.9,900.1,117.2,104,145.4,922.5,8.83,18.74,2
105.944,81.362,6.864,4.08,74.82,920.3159758623387,904,104.6,93.1,147.6,917.5,8.59,18.72,1
105.902,80.617,6.968,3.179777968867137,74.82,886.9,902.9079503941008,127.3,107.8,147.6,926.5,8.83,18.76,1
105.488,80.519,6.864,3.83,74.83,919.1,936.5,107.9,90.2,146.6,895.5,8.77,18.79,1
106.304,81.249,6.968,3.23,74.84,917.5,935,109.4,101.2,146.3,912.3,8.83,18.73,2
106.237,81.471,6.864,4.08,74.82,901.6,918.2,116.9,106.41165516284951,146.7,917.5,8.81,18.75,1
105.956,81.194,6.188,3.32,75.71,890.7,911.4,114.2,104.2,145.6,889.6,8.77,18.8,3
105.505,81.058,7.124,3.16,74.83,920.3568615558396,918.2,116.9,93.1,147.6,922.3,8.68,18.73,1
106.143,81.396,7.228,3.26,74.81,911.6,926.5,115.1,105.1,146.4,917,8.81,18.76,2
105.834,81.021,6.292,3.25,75.74,891.5,912.5,117.2,108,146,904.9,8.89,18.68,4
106.083,81.464,6.084,2.85,75.59,904.9,919.5,116.9,107.3,145.6,923.4,8.99,18.58,4
111.029,82.054,11.128,3.01,75.61,902,920.1,117.5,103.3,149,882.5,8.83,18.74,4
105.726,80.836,6.968,3.47,74.8,928.2,943.7,118.7,99.2,148,889.4,8.73,18.84,2
105.902,81.437,6.864,3.16,74.81,901.6,902.2872667840952,120.5,106.37882884889176,146.1,937.7,8.85,18.77,1
106.059,81.494,6.136,2.89,75.63,903.5,918.2,123.8,106.8,144.8,896.4,8.92,18.65,4
106.278,81.468,6.864,3.24,74.81,906.4,925.1,122.6,104.5,145.3,906,8.86,18.71,2
106.323,80.617,6.864,3.181149015235185,74.82,903.1,895.3,120.5,88.9,146.7,917.5,8.59,18.77,1
105.505,80.411,6.864,3.1938597654949823,74.82,903.1,926.3,118.4,104.3,146,917.5,8.59,18.77,1
106.27409485088428,81.058,6.864,3.1957074393761444,74.83,879.1633988,935.9,116.9,106.2,148.1,923.9,8.59,18.72,1
105.497,80.891,6.292,4.43,75.76,895,914.5,106.7,87.8,147.6,827.8,8.53,19.04,3
105.523,80.89,6.292,4.07,75.76,893.3,918,101,91,146.4,811.4,8.52,19.05,3
105.902,80.411,6.968,3.1869325630896226,74.83,879.9538116862872,896.8,120.5,107.8,145.8,917.5,8.81,18.75,1
105.993,81.233,6.292,3.31,75.74,894.2,914.7,119.6,105.4,146.2,892.8,8.76,18.81,3
106.175,81.294,6.968,3.18,74.81,911.4,928.2,118.4,106.1,145.4,927.1,8.88,18.69,2
106.02,82.056,11.128,2.92,75.59,901.4,915.8,114.5,104.7,146.6,896.3,8.87,18.7,4
106.194,81.242,6.864,3.25,74.82,916.9,935,113.3,103.2,145.9,904.5,8.78,18.79,2
106.107,82.109,10.972,2.99,75.65,899.2,916.2,115.7,103.5,146.7,890.3,8.86,18.71,4
106.27547080674002,81.402,6.864,3.1860547006575994,74.82,919.4079018187168,938.2,127.3,88.9,145.8,923.9,8.81,18.77,1
106.247,81.317,6.864,3.25,74.79,913.6,930,121.1,103.8,145.5,905.9,8.82,18.75,2
105.83,81.08,6.188,3.41,75.73,892.6,916.6,119.3,105.5,146.2,874.9,8.73,18.84,3
106.203,81.338,6.968,3.24,74.83,910.1,929.9,114.5,104.5,145.9,901.5,8.76,18.81,2
106.324,81.329,7.02,3.2,74.82,912.3,929.7,115.7,105.4,146.8,917.9,8.84,18.73,2
106.27601419725298,81.058,6.864,3.22,74.82,885.0942138190399,919.9,113.9,106.40674857771552,148.1,933.1,8.81,18.71,1
105.84,81.073,6.188,3.34,75.74,893.1,913.4,119.9,108.6,150.5,882.1,8.71,18.86,3
105.778,80.645,6.968,3.46,74.83,917.7,933.2,114.8,101.4,146.1,874.4,8.69,18.88,2
106.134,81.435,6.084,2.86,75.67,904.8,919.9,116.9,105.2,146.1,895.8,8.94,18.63,3
105.909,81.102,6.188,3.33,75.73,893.9,916.9,115.4,107.6,146.6,882.9,8.74,18.83,3
106.236,81.365,6.864,3.22,74.79,918.2,935,114.8,102.4,146.3,913.3,8.83,18.74,2
105.944,81.471,6.864,3.22,74.81,886.9,904,120.5,106.55781664610942,145.6,920.2,8.59,18.71,1
106.07,81.454,6.084,2.81,75.62,905.3,920.6,119.6,108.9,145.2,924,9,18.57,4
106.359,81.359,6.968,3.16,74.83,907.3,924.7,120.8,106.1,145.2,919.8,8.84,18.73,2
106.4587629095648,81.162,6.864,3.2,74.83,919.9132001925126,902.3395081906394,120.5,88.9,145.9,937.7,8.68,18.71,1
106.093,82.079,11.128,2.96,75.64,902,919.3,115.7,103.3,145.5,876.8,8.79,18.78,4
106.1,81.427,6.136,2.86,75.65,906.4,920.3,124.9,108.9,147.3,908.2,9.01,18.56,4
106.205,81.295,6.968,3.24,74.81,908.6,926.3,116.6,103,146.1,908.6,8.79,18.77,2
106.275,81.287,6.968,3.23,74.81,910.8,928.2,118.1,104.4,146.5,916.5,8.83,18.74,2
106.039,81.256,6.188,3.25,75.74,895.2,913.8,120.2,108.8,146.4,905.4,8.86,18.7,3
106.109,82.053,10.972,2.89,75.64,901.8,917.3,114.2,105.6,145.2,904.6,8.94,18.62,4
111.044,82.037,11.128,2.98,75.64,900.7,918.6,116.6,104.5,146.7,882.7,8.82,18.75,4
106.47371951257296,81.437,6.864,3.82,74.81,885.4653920474215,902.8309952,127.3,107.8,146.7,933.1,8.76,18.72,1
106.065,81.999,11.128,2.95,75.62,899.6,914.5,120.5,104,146.6,891.5,8.93,18.63,4
106.384,81.398,6.968,3.24,74.8,909.6,926.2,114.5,104.3,146.6,912.1,8.76,18.81,2
106.323,81.058,6.864,3.16,74.82,908.6,938.2,116.9,104.9,147,933.1,8.81,18.77,1
106.4873969501806,81.471,6.864,3.22,74.82,885.2984746225802,926.3,107.3,106.41873617761064,145.9,937.7,8.68,18.75,1
106.235,81.328,6.968,3.23,74.83,912.5,928.7,115.1,103.3,145.8,906,8.78,18.79,2
105.844,81.132,6.188,3.49,75.74,892.6,912.3,122,105,147,865,8.68,18.88,3
105.944,81.362,6.864,3.1710816451242505,74.82,885.5742131116249,919.9,120.5,88.9,146.7,874.6,8.68,18.73,1
106.226,81.369,6.968,3.22,74.82,916.6,934.5,117.2,105.4,145.6,915.5,8.86,18.71,2
105.822,80.833,6.968,3.19,74.83,917.9,934.5,124.7,110.5,146.6,918.7,8.85,18.72,2
139.897,82.054,11.128,2.97,75.61,901.4,917.9,114.8,102,145.6,877.2,8.86,18.71,4
115.429,82.073,11.128,2.89,75.61,901.1,917.3,115.4,105.8,145.5,905.3,8.96,18.61,4
105.868,81.156,6.188,3.28,75.73,893.9,914.2,114.8,107.3,146.7,903.6,8.79,18.78,2
105.67,81.005,6.239999999999999,3.67,75.73,893.5,913.2,110.3,98.5,146.2,831.7,8.59,18.98,3
105.865,81.196,6.239999999999999,3.34,75.77,891.3,912.9,112.1,103.2,146,881.4,8.74,18.82,3
105.782,80.787,6.968,3.28,74.82,915.6,933.5,114.5,105,145.5,905.8,8.83,18.74,2
106.095,82.086,11.128,2.88,75.65,902.5,919.5,116,105.3,145.9,914.3,8.96,18.61,4
106.323,81.471,6.864,4.08,74.82,879.5145349861236,904,104.6,106.2,148.1,937.7,8.82,18.89,1
105.914,81.239,6.292,3.33,75.73,890.2,914.9,116.9,104.4,145.2,881.5,8.7,18.87,3
106.11,82.084,11.128,2.92,75.67,900,916.9,118.7,104.8,147.2,888.9,8.84,18.73,3
106.17,81.16,6.968,3.2,74.8,912,930.6,116.3,106.2,147.3,913.5,8.75,18.82,2
106.27380145840635,80.617,6.864,3.188311378451911,74.83,878.7879946045472,896.8,118.4,106.7,147,926.5,8.84,18.89,1
105.802,81.194,6.188,3.31,75.74,889.6,916.6,117.8,107.9,146.5,892.7,8.76,18.8,3
106.091,81.998,11.128,2.95,75.61,899.8,918.6,112.4,103.3,146.2,881.8,8.82,18.75,4
106.113,81.493,6.084,2.88,75.66,904.9,921.7,123.5,107.6,145.4,894.2,8.86,18.71,4
105.852,80.558,6.968,3.7,74.8,916.9,933.2,112.1,97.9,145.8,885.3,8.76,18.8,2
106.312,81.399,6.968,3.14,74.8,883.5,900.7,127,107.4,145.8,930.5,8.9,18.67,2
106.028,81.427,6.084,2.9,75.64,908.1,922.5,111.2,104.1,145.5,908.9,8.87,18.7,3
105.803,80.954,6.968,3.19,74.81,901.1,915.8,118.7,105.9,145.2,919.8,8.89,18.67,2
106.071,82.107,10.868,2.93,75.64,902.5,917.5,111.5,104.6,145.7,904,8.98,18.58,4
105.699,80.762,6.864,3.4,74.82,927.6,946.5,120.2,100.3,146.2,904.2,8.75,18.81,1
106.27553858474164,81.343,6.864,4.08,74.81,879.5421498164733,926.3,104.6,106.7,148.1,882.3,8.76,18.76,1
106.169,81.143,7.332,3.11,74.81,921.9,938.7,118.7,110.2,145.3,927.2,8.91,18.66,2
106.439,81.423,6.968,3.22,74.8,878.4,896.6,114.2,105.5,146.2,917.5,8.77,18.79,2
105.944,81.362,7.124,3.1870437438852437,74.81,919.6162597,902.4097502,120.5,106.55706212207755,147,882.3,8.76,18.73,1
105.86,81.106,6.292,3.31,75.76,893.3,916,122.9,108.3,145.9,888.2,8.77,18.8,3
105.505,81.437,6.864,3.189536800277102,74.82,885.7451405880281,935.9,127.3,107.8,145.8,923.9,8.76,18.73,1
106.276,81.325,6.968,3.24,74.83,909.7,926.7,113,103.6,146.1,912.8,8.77,18.8,2
106.1,81.417,6.188,2.86,75.64,906.6,923.4,117.5,106.2,146.7,901.6,8.89,18.68,4
106.084,81.316,6.968,3.23,74.81,910.8,925.8,119.6,104.4,145.7,912.8,8.85,18.72,2
106.072,81.493,6.188,2.87,75.65,905.5,920.8,114.5,107.5,145.5,907.3,8.96,18.61,4
105.944,81.027,6.864,3.1880668330769604,74.81,920.1825320020836,918.2,116.9,104.3,146.1,937.7,8.59,18.71,1
106.064,81.95,11.18,2.95,75.62,901.4,918.8,118.7,105.3,146.5,887.3,8.86,18.71,4
105.944,81.402,6.968,3.184915631640004,74.82,901.6,926.3,127.3,104.9,146.1,922.3,8.76,18.8,1
106.27268351765008,81.362,6.968,3.16,74.82,885.1152200160644,935.9,118.4,107.8,147.6,926.5,8.85,18.75,1
106.015,82.015,11.128,2.95,75.62,899.8,915.3,118.7,102.9,146.1,884.1,8.84,18.72,4
106.12,81.964,10.972,2.86,75.61,901.8,917.7,119.9,104.9,144.9,917.1,9,18.57,4
106.268,81.388,6.968,3.24,74.81,918.8,935.6,117.2,103.8,146.6,911.3,8.81,18.76,2
106.088,81.968,10.972,2.86,75.65,901.1,918.2,117.8,107.2,146.1,897.2,8.88,18.68,3
106.147,81.997,10.868,2.89,75.65,900.9,917.9,113.9,106.4,145.5,914.5,9.02,18.55,4
106.14,81.943,11.128,2.88,75.61,900.9,917.5,115.4,106.7,145.4,895.8,8.9,18.67,4
105.909,81.253,6.292,3.29,75.73,889.8,914.9,114.5,105.5,146.1,898.5,8.78,18.78,3
106.056,81.495,6.188,2.87,75.64,905.5,920.6,118.4,106.9,145.7,906.1,8.93,18.63,4
105.449,81.402,6.968,3.16,74.82,919.8717659741152,935.9,120.5,106.39543665742596,146.1,874.6,8.85,18.8,1
105.449,81.343,6.968,3.82,74.81,879.7846857061851,895.3,113.9,107.3,146.1,933.1,8.82,18.72,1
106.109,81.281,7.02,3.16,74.81,907,926.5,116.9,105.1,145.3,920.5,8.83,18.74,2
105.864,81.199,6.292,3.31,75.76,894.8,913.6,118.1,105,146.1,901.3,8.78,18.79,3
105.947,81.316,6.188,3.37,75.74,895.7,914,109.1,102.6,145.4,879.7,8.72,18.85,3
105.942,81.137,6.968,3.14,74.82,908.1,924.3,116.6,106.8,145.5,927.4,8.87,18.7,2
106.087,82.008,11.128,2.95,75.61,902.2,918.2,115.7,103.3,145.5,881.5,8.79,18.78,4
105.695,81.081,6.292,3.58,75.74,893.7,919.9,115.4,101.7,147.3,841.1,8.63,18.94,3
106.4707986111746,81.162,6.864,3.199749492150708,74.81,920.5600995978546,935.9,127.3,104.3,145.9,930.5,8.8,18.75,1
105.505,81.027,6.864,3.22,74.82,884.8991136193215,904,113.9,104.9,148.1,920.2,8.83,18.76,1
106.019,82,11.232,2.88,75.67,903.3,918,116.9,105.8,146,908.6,8.9,18.66,4
105.587,80.857,6.292,4.13,75.74,894.2,916.9,104.6,91,146.6,810.9,8.54,19.03,3
105.505,81.437,6.864,3.186854420112481,74.81,879.0771621061451,926.3,104.6,106.42419889537535,146,926.5,8.85,18.73,1
106.096,82.145,11.128,2.96,75.64,901.2,915.6,113.6,104,146.6,892.1,8.85,18.71,4
106.43592840783718,81.343,6.864,3.82,74.83,903.1,896.8,107.3,106.40583610448816,145.6,922.3,8.59,18.72,1
106.237,81.162,7.228,3.16,74.83,901.6,904,120.5,106.4939766165743,146.1,882.3,8.82,18.8,1
106.083,81.978,10.972,2.83,75.66,903.8,918,117.5,108.6,145.2,918,9.02,18.55,4
106.039,81.505,6.084,2.92,75.63,903.6,918.8,109.7,103.4,146,895.5,8.9,18.67,4
132.591,82.06,11.128,2.93,75.62,901.1,917.7,112.4,105.1,146.2,885.6,8.86,18.71,4
81.747,80.737,6.968,3.37,74.81,915.3,931.7,116.6,104.6,147.1,909.2,8.83,18.73,2
106.31,81.392,6.968,3.29,74.83,921,938.5,114.2,100.4,145.6,906.9,8.74,18.83,2
106.062,81.945,10.972,2.93,75.64,903.1,918.8,114.2,105.6,145.7,882.4,8.83,18.74,4
105.984,81.222,6.292,3.37,75.73,894.1,914.5,115.4,103.7,145.6,877.6,8.67,18.89,3
106.036,81.384,6.084,2.92,75.62,902.7,919.1,112.4,105,146.2,892.6,8.86,18.71,4
106.218,81.324,6.968,3.2,74.81,916.7,933.4,117.2,106,146.3,912.6,8.79,18.78,2
106.151,81.136,7.851999999999999,3.13,74.81,921.4,938,122,110,146,925.3,8.93,18.64,2
106.27559217948408,81.471,6.968,3.2,74.83,901.6,902.1828224288312,120.5,93.1,145.6,922.3,8.84,18.73,1
105.449,80.411,7.228,4.08,74.83,908.6,904,118.4,106.2,148.1,917.5,8.85,18.73,1
106.237,81.437,6.968,3.16,74.83,885.4747157511855,902.3591863034452,120.5,104.9,146.7,923.9,8.84,18.73,1
105.872,80.919,6.864,3.14,74.81,921.7,938.2,123.5,110.2,145.8,909.6,8.89,18.68,2
106.257,81.27,6.968,3.15,74.8,914.2,927.8,116,107.6,146.2,921.7,8.81,18.76,2
105.867,81.179,6.239999999999999,3.29,75.74,890.5,910.8,121.1,109.1,146.4,895.9,8.83,18.74,3
106.099,82.097,11.128,2.95,75.64,901.2,916.6,116.3,104.7,145.1,895.8,8.92,18.65,4
105.926,81.309,6.239999999999999,3.35,75.73,895.3,913.6,113.3,103.2,145.6,880.6,8.77,18.8,3
106.139,81.288,6.968,3.18,74.82,912.5,927.1,118.4,105.2,145.8,915.1,8.83,18.74,2
106.212,81.324,6.968,3.23,74.82,914.4,929.1,114.8,104.8,145.5,907.9,8.78,18.78,2
105.944,81.343,7.124,3.82,74.82,885.5762529072632,926.3,118.4,106.2,146,874.6,8.83,18.71,1
105.935,81.312,6.188,3.27,75.74,890.7,911,114.2,106.4,147.8,898.8,8.83,18.74,3
106.101,81.394,6.188,2.89,75.66,904.4,921,113.9,106.2,145.5,894.7,8.87,18.7,4
106.149,82.04,11.128,2.92,75.6,900.9,916.9,117.8,106,145.4,888.9,8.83,18.74,4
106.29,81.307,6.968,3.23,74.81,913.8,927.8,118.7,104.4,146.4,910.6,8.8,18.77,2
105.9,81.203,6.292,3.32,75.73,891.8,912.1,121.1,106.3,146.9,890.9,8.75,18.81,3
106.112,82.036,11.128,2.98,75.63,900.9,915.1,118.1,103.6,145,882.8,8.79,18.77,4
106.246,81.376,6.968,3.26,74.82,910.1,928.7,116,103.4,146.4,908.8,8.77,18.8,2
106.27542673722532,81.027,6.864,4.08,74.81,885.3072658388108,896.8,120.5,88.9,145.8,926.5,8.76,18.73,1
105.882,81.29,6.292,3.41,75.75,890.7,912.3,115.4,103.7,145.8,875.4,8.67,18.9,3
106.385,81.432,7.124,3.22,74.81,880,895.5,121.7,106.1,145.9,924.8,8.79,18.78,1
106.304,81.392,6.864,3.29,74.82,911.6,926,117.2,102.1,145.3,903,8.8,18.77,2
106.129,81.957,11.128,2.96,75.65,900,917.1,113.9,103.8,146.3,871.5,8.8,18.77,4
106.337,81.382,6.968,3.3,74.81,912.3,927.5,117.8,103.4,148.7,904.8,8.8,18.76,2
106.237,81.362,6.864,3.16,74.83,879.3233100784191,901.9444551746656,104.6,107.8,147,882.3,8.81,18.77,1
106.247,81.338,6.864,3.19,74.82,918.6,935,113.9,104.6,145.3,916.2,8.83,18.74,2
108.451,82.113,11.128,2.96,75.62,902.5,918.2,124.7,104.4,145.8,876.4,8.78,18.79,4
106.27280603310146,81.343,7.228,3.16,74.82,885.1536783067113,895.3,116.9,107.8,145.8,922.3,8.59,18.73,1
105.449,81.343,6.864,3.1884218313767705,74.82,908.6,895.3,120.5,107.8,147.6,926.5,8.83,18.8,1
105.505,81.058,6.968,3.22,74.83,920.2642832115016,918.2,118.4,107.8,147,922.3,8.83,18.98,1
105.557,80.976,6.292,4.42,75.74,901.2,924.1,101.9,87.1,146.6,841.5,8.63,18.93,3
105.443,80.666,6.188,5.94,75.74,893.5,917.3,97.4,81.1,146.4,829.6,8.59,18.98,3
105.97,81.279,6.292,3.38,75.73,895,913.8,110.3,102.9,145.6,875.1,8.67,18.9,3
106.223,81.337,6.968,3.26,74.81,913.1,927.1,113,102.9,145.3,912.6,8.77,18.8,2
106.069,81.528,7.384,2.87,75.63,904.9,920.4,117.2,107.9,146.8,913.8,8.96,18.6,4
130.9,82.002,11.128,2.96,75.62,900.9,916.9,113.6,104.6,146.6,876.1,8.76,18.8,4
106.237,81.027,6.864,3.1822423033202467,74.83,920.6524239039172,918.2,120.5,104.3,146.7,874.6,8.85,18.89,1
106.211,81.356,6.968,3.19,74.81,913.2,929.3,116.6,104.9,145.6,921.9,8.82,18.75,2
105.978,80.894,6.968,3.15,74.81,921.2,938.5,120.2,109.9,146.8,913.6,8.86,18.71,2
106.27337226762886,80.617,6.864,3.190858546942602,74.83,903.1,926.3,120.5,107.3,148.1,920.2,8.76,18.77,1
105.917,81.161,6.188,3.41,75.75,895.5,914.7,117.2,104,146.4,866.5,8.77,18.8,3
105.449,81.058,7.124,3.1758927300074054,74.81,901.6,935.9,113.9,104.3,148.1,874.6,8.81,18.71,1
105.944,81.162,7.124,4.08,74.82,919.7647660923652,926.3,107.3,107.8,146.7,917.5,8.84,18.71,1
105.89,81.102,6.188,3.37,75.74,892.4,912.3,116.6,107.8,147.1,877.2,8.73,18.84,2
106.2751909152374,80.617,6.864,3.16,74.83,919.9111723512796,919.9,120.5,107.3,145.8,920.2,8.81,18.72,1
105.923,81.22,6.292,3.34,75.75,889.6,914.2,119.3,107.6,146.2,897.9,8.74,18.82,3
105.948,80.929,6.968,3.19,74.81,905.1,921,116.3,105.6,145.7,913.2,8.83,18.73,2
105.967,81.126,7.02,3.22,74.83,907.7,923.8,119.6,104.4,145.7,917.6,8.83,18.73,2
106.076,82.012,11.128,2.89,75.65,900.1,916.9,114.8,106.5,145,901.7,8.91,18.66,4
106.536,81.475,6.968,3.2,74.82,880.4,896.8,113.9,104.7,146.3,915.8,8.8,18.76,2
106.096,81.396,6.084,2.86,75.61,904.9,920.6,120.8,107,145.5,907.6,8.94,18.62,4
105.833,81.009,6.239999999999999,3.49,75.73,891.8,914.7,110.3,101.4,145.8,862.4,8.68,18.89,3
105.952,80.942,6.864,3.14,74.81,921,938.7,122.9,110.7,149.2,922.4,8.83,18.73,2
106.36,81.38,6.968,3.23,74.81,919.7,936.7,115.7,104.1,145.4,912,8.83,18.74,2
105.728,80.995,6.292,3.51,75.76,895,917.9,113.3,101.7,146.6,861.3,8.66,18.9,4
106.232,81.26,6.864,3.2,74.83,911.6,928.6,117.2,104.7,146.3,910.2,8.81,18.75,2
105.449,80.411,6.968,3.189244993662931,74.82,885.2852523937066,896.8,116.9,106.51484116160532,147,923.9,8.8,18.77,1
106.106,81.145,6.968,3.17,74.81,909.4,923.8,113,105.4,145.7,929.3,8.85,18.71,1
121.653,80.896,6.864,3.15,74.79,919.5,937,119,110.4,145.9,921.8,8.91,18.66,2
106.304,81.361,6.968,3.24,74.81,885.2,902.2,119.3,104.3,146.3,913.5,8.81,18.76,2
106.088,81.408,6.084,2.85,75.62,904,919.5,117.5,105.9,146,894.8,8.88,18.69,4
105.505,81.058,6.864,3.16,74.82,886.9,919.9,107.3,104.9,145.6,920.2,8.8,18.71,1
106.088,82.045,11.18,2.98,75.61,900.9,918.4,109.7,101.9,145.6,867.3,8.79,18.78,4
106.44910222573404,80.411,7.228,3.1887942104861344,74.82,919.4585055315388,895.3,113.9,88.9,145.9,930.5,8.8,18.75,1
106.088,81.441,6.084,2.87,75.64,905.5,922.8,123.2,106.4,145.4,907.5,8.95,18.61,4
106.164,81.221,6.968,3.2,74.81,908.8,926.5,113.6,104.5,146.7,921.3,8.86,18.71,2
105.656,80.874,6.292,3.78,75.73,901.2,922.1,115.7,97.3,146.2,833.8,8.56,19,3
106.231,81.301,6.968,3.17,74.83,909.2,927.1,118.4,103.7,145.4,916,8.84,18.73,2
106.167,81.274,6.968,3.2,74.84,910.5,926.3,122.3,105.6,145.7,932.8,8.87,18.69,2
105.903,81.229,6.188,3.28,75.73,895,914,119.6,109,146.1,898.5,8.74,18.82,3
106.033,81.469,6.188,2.87,75.62,904.8,920.6,121.4,107.4,146.1,918.7,9.03,18.54,4
106.159,82.057,11.128,2.92,75.65,900.3,916.9,113,105,146.4,892.7,8.81,18.75,4
105.449,81.437,6.968,3.193954249942787,74.82,908.6,919.9,104.6,106.7,148.1,933.1,8.85,18.98,1
106.099,80.887,7.332,3.09,74.81,924.3,937.2,117.8,110.3,145.9,925.6,8.92,18.65,2
98.434,81.073,7.228,3.15,74.81,918.8,937.2,121.7,109.5,145.9,915,8.92,18.65,2
106.46933410935704,80.617,6.864,3.16,74.81,901.6,895.3,120.5,107.8,145.8,937.7,8.81,18.76,1
106.026,81.456,6.084,2.87,75.63,906.8,922.5,122.3,106.6,144.9,905.6,8.92,18.65,4
106.22,81.308,6.968,3.22,74.81,914.4,931.1,108.5,101.4,145.3,915.1,8.8,18.77,2
106.058,81.962,11.128,2.98,75.64,901.6,916.7,113.3,102.8,146.1,883.9,8.82,18.74,4
105.813,81.142,6.292,3.32,75.74,891.7,911.8,123.5,108.5,146.1,882.5,8.75,18.82,3
106.049,82.025,11.128,2.92,75.64,900.7,918.4,115.1,105.2,144.9,901.6,8.88,18.69,4
106.323,81.362,6.968,3.82,74.83,919.7246798640996,938.2,120.5,93.1,146.7,933.1,8.8,18.72,1
108.712,80.777,6.968,3.24,74.81,917.9,933,116.9,108.5,145.9,909.8,8.84,18.73,2
106.27713516920927,81.471,7.228,3.16,74.82,879.2119500769754,938.2,127.3,106.49131287197312,145.9,882.3,8.8,18.8,1
106.015,81.422,6.188,2.89,75.66,906,922.8,116,104.7,145.3,910.5,8.94,18.63,4
106.315,81.285,6.864,3.17,74.8,910.8,925.4,114.8,104.2,146.3,910.6,8.86,18.71,2
135.454,80.897,6.864,3.11,74.81,920.8,939.1,121.1,109,146.4,912.6,8.87,18.7,2
105.85,81.168,6.188,3.32,75.75,892.9,914.2,121.7,108.2,146.7,897.6,8.83,18.74,3
106.371,81.413,6.968,3.17,74.83,883.7,901.1,115.1,105,147.6,921.8,8.82,18.75,1
106.323,81.343,6.864,3.16,74.82,919.8156932,902.8524062,120.5,88.9,147,920.2,8.82,18.72,1
105.768,81.062,6.188,3.64,75.76,895.2,916.6,113,99,147.5,835.5,8.6,18.97,3
106.105,81.991,11.128,2.9,75.61,901.8,917.3,120.2,105.6,145.5,892.2,8.88,18.69,4
105.906,81.186,6.188,3.3,75.74,888.9,911.6,125.8,107.5,146.1,886.1,8.73,18.84,3
106.464,81.362,7.124,3.23,74.83,880.8,895.9,115.1,104.4,146.7,923.7,8.82,18.75,1
106.153,81.172,6.968,3.17,74.81,909.6,926.9,121.1,106.2,145.3,920.6,8.85,18.72,2
106.183,81.388,6.864,3.25,74.81,912,929.5,116.3,104,145.6,910.1,8.8,18.77,2
105.646,81.017,6.292,4.03,75.75,898.9,922.5,104,91.8,146.7,839.6,8.63,18.93,3
105.626,80.947,6.292,3.86,75.77,900.9,921.9,108.5,94,145.8,824.3,8.53,19.03,3
105.501,80.853,6.292,4.11,75.71,899.4,924.1,107.3,90.1,146.4,808.4,8.5,19.06,3
105.925,81.057,6.188,3.31,75.76,892.8,914.5,116.9,105.4,146.1,893.6,8.82,18.75,3
106.163,81.399,6.188,2.83,75.65,906.2,919.7,115.7,108.1,145.6,904.4,8.97,18.6,4
105.944,81.437,6.864,3.16,74.83,885.2521911879403,918.2,120.5,88.9,146,937.7,8.59,18.76,1
